,tweet,sentiment
878,McCain's wife has had some good work done-but man has she had *a lot* of it. #debate08,negative
879,#debate08 #current did someone really just ask if mccain is a felon.  He was in pow camp you idiot,negative
880,"""#debate08 Oh, man--why is C-SPAN2 covering the spin room crap--this is exactly what I HATE about mainstream news.""",negative
881,"""If we want real change in DC, vote out all Congresmen and Senators that have been in office over 12 years.  #current""",negative
882,@DominickEvans I have fears that you are right... that it runs so much deeper than any american admits,negative
883,"""#debate08 Body language was a big issue for me. In a contentious meeting, would McCain ignore his adversary in the room?""",negative
884,"""Chuck Todd: """"Both candidates were totally tone deaf about the economy"""" #debate08""",negative
885,The Character Assassination of Barack Obama by the Coward John McCain http://bit.ly/2ZHw59 #debate08 #current,negative
886,Retweet @stevenbjohnson #debate08 making a point that depends on the difference between tactics & strategies is always a bad tactic...,negative
887,"""#debate08 mccain can barely walk, if he dies miss tabloid queen will be the president... nice move US""",negative
888,Retweet kctrey: Still wouldn't look at Obama when they shook hands. Ass! #current #debate08,negative
889,@rcapote from the big tax cuts being given to the top 0.1% of the americans ;) Easy! http://mccainfacts.jottit.com/ #debate08 #current,negative
890,"""#debate08 Sadly, I think Obama missed the point - this election is going to be more about connecting with the average than about leadership""",negative
891,This is not a time for on the job training. #current,negative
892,#current Bob Barr Team: Clearly tonightÃ¢â‚¬â„¢s debate shows both McCain/Obama mean more spending/more government/ever present risks to taxpayers,negative
893,Can't wait to watch the VP debate. I wonder if Palin will wear a diaper. She's liable to wet her pants  #debate08,negative
894,@bessemerprocess #debate08  mccain was disrespectful?  Obama kept calling mccain john and not senator.  THAT's disrespectful,negative
895,"""#debate08 Well that was uneventful, guess we will have to wait for tomorrow at UMW""",negative
896,Cindy McCain is GLOWING RED.  In a burn my eyes way. #debate08,negative
897,I came into debate not wanting to vote for either.  I leave in the same state of mind. #current,negative
898,@mamalogues you think mccain won #debate08? none of the many experts on CNN agrees with you. sorry...! #current,negative
899,"""#current can we remove 10,000 votes from McCain/Palin every time one of them utters """"maverick""""?""",negative
900,"""#debate08 I'm hoping the spin coverage points out how condescending McCain was towards Obama, that was frustrating.""",negative
901,"""wow, Biden is talking but they won't let Palin? Why not? Sexist?? #tweetdebate""",negative
902,#tweetdebate how can you have a spending freeze.  That's ridiculous.,negative
903,"""POW and he was no hero, he was just like thousands of others. Maybe if he ever kept his planes in the air....  #debate08""",negative
904,I'm out of this shit. #current #debate08,negative
905,CBS observer compares McCain to Nixon. Yikes. #debate08,negative
906,"""McCain came off very rude. If McCain acts this way in office, with his smirking and disdain, he will be no help to America's image. #current""",negative
907,Biden and Rudy... Why are they hiding Palin still? #current,negative
908,"""mccain is weak on the economy, better @ warmongering & apparently is afraid of direct eye contact #tweetdebate""",negative
909,seems to me like Obama kind of fell apart there at the end. #current,negative
910,"""#current #debate08 Okay, that seriously stressed me out.""",negative
911,Obamarossa's dress looks like puke #current,negative
912,where the hell were the environmental issues (besides energy)? #current,negative
913,Body Language of McCain = Idiot.  #debate08,negative
914,"""#debate08 - Obama supports missle defense, but not ones that don't work.  Uh - you fund programs until they do work...""",negative
915,#current mccain or mcblinky,negative
916,#debate08 Re: McCain's comment about short North Koreans: Those in glass houses shouldn't throw stones. (McCain is 5'7''.),negative
917,Obama didn't emphasize so many differences as he did agree with McCain's points. But both avoided the economic questions. #debate08 #current,negative
918,"""#debate08: wow. Obama Camp Mgr Thinks Barry """"Commanded"""" the Foreign Policy debate. Laughing so hard my sides hurt.""",negative
919,"""Not sure where McCain goes from here.  He's lost the week, the day, and then the debate.  #debate08 #mccain #obama""",negative
920,"""#debate08 - Tie goes to [front]runner, Obama. JM needs to step up policy distinctions; BO needs to be funnier, more zingers""",negative
921,"""Sooo... McCain is not afraid to meet with ANY world leader. However, he just proved will not be able to look them in the eye. #debate08""",negative
922,"""Tonite's big soundbite:  """"I agree with Senator McCain"""" from Obama ... that can't play well #debate08""",negative
923,#current Who won? Not us.,negative
924,New offshore drilling won't give us any oil for years.  It's a silly idea. #Current #debate08 #tweetdebate,negative
925,Free Press site is slow so go directly to http://bit.ly/scorecard to Rate the Debate #current #debate08,negative
926,"""#current Kissinger backs talks with Iran """"with no conditions"""" YIKES!! FAIL!!!! http://tinyurl.com/5pabty""",negative
927,"""why am i not suprised that mccain brought up his prison time? we know you're a war hero, john. we get it. #current""",negative
928,"""so what was the best line of the night?  thoughts?  i think this debate lacked any """"umph"""" #debate08""",negative
929,"""Will the frequent Obama """"McCain is right"""" lines will haunt him later? Someone should remind him he can't get consensus in #debate08.""",negative
930,Doesn't anyone remember when McCain went to Iraq and made a fool out of himself?  #current,negative
931,"""I tell ya what. I'll need a drink tonight after these debates. Please get Obama/Biden into office, no McCain/Palin #debate08""",negative
932,"""Candidates+spouses on stage now, Cindy """"I stole drugs from my charity and got off scot-free"""" McCain, included. http://xrl.us/osao6 #debate08""",negative
933,Time for the talking heads! #debate08,negative
934,"""Eugene Robinson is right. Pointing out that you've been there forever, during all the crisis is not a winning point. #debate08""",negative
935,How the hell can anyone consider McCain the debate winner???  #debate08,negative
936,"""... and now we go to Spin Alley. Or, as I call it, """"Deception Lane."""" Changing the channel now. #debate08""",negative
937,@divesnob McCain only blinks so much because he is trying to send subliminal messages to his followers #current #tweetdebate,negative
938,*Sigh* I miss Peter Jennings ... There is a real void tonight. #debate08 #tweetdebate,negative
939,"""@kellyrenee says: POW and he was no hero, he was just like thousands of others. Maybe if he ever kept his planes in the air.... #debate08""",negative
940,@theebayk1d disrespecting traditions during the pledge and National Anthem.,negative
941,@smheadhunter like the iraq war ? like the failing banks ? I can see what you mean now. #debate08,negative
942,I don't really care who you think won if you've already chosen. Of course you think *your* guy won. Any undecided voters swayed? #debate08,negative
943,This debate was completely surreal in the context of the current economic crisis.  #current,negative
944,"""#debate08 Why does McCain freakin' say """"What Senator Obama doesn't understand is"""" before EVERY response. wtf, what a jacka$$.""",negative
945,"""@scbalazs What do you mean """"Obama was able to keep up?"""" McCain was nervous, stiff, and wouldn't look at Obama at all #debate08""",negative
946,William Bennet on CNN: How many times did Obama say 'John is right...'? That's a great point. Obama conceding to McCain. #debate08,negative
947,meh.  disappointed with both obama and mccain tonight. #current,negative
948,mccain: obama is stubborn like bush! what? #debate08,negative
949,I did think the twitter make the debate more interesting #current #debate08 #tweetdebate,negative
950,"""And *holy crap* I'm getting tired of McCain's """"Sen. Obama doesn't understand"""" followed with emotional appeal to US exceptionalism #debate08""",negative
951,#current Offshore drilling is a bridge -- an expensive bridge,negative
952,"""@glueandglitter Yep, Obama pushed offshore drilling, nuclear, and """"clean coal."""" FAIL #current #tweetdebate""",negative
953,"""...as of late, has not shown a very high level of judgement or respect - of anything or anyone. #debate08""",negative
954,http://snipr.com/3vlts - Big surprise McCain makes misleading statements about Obama #current,negative
955,"""#debate08 OK, muting C-SPAN2 since they insist on showing spin doctors speaking. Just cut to callers or @Leslieann44""",negative
956,I think all this hate for McCain is simply coming from fucking ignorance. All the hating bastards need to step back and review. #debate08,negative
957,"""#debate08 WHAT?! The GOP doesn't send Palin to answer after McCain, but Guiliani? Is he the VP now?""",negative
958,Anyone who thinks McCain won the #debate08 is a total dweeb dingle cheese.  (he says like a true dorkus),negative
959,Guiliani is a twit #current,negative
960,#debate08 FTW T. Boone Pickens again?  The hell?,negative
961,"""WOW. Biden spoke with NBC, Palin declined and the GOP gave them Rudy instead. What a fucking tool. #current""",negative
962,"""#debate08 oh god, here comes Giuliani""",negative
963,lol @martinbowling I was thinking morse code #tweetdebate,negative
964,"""Retweeting @alexashrugged """"I agree with Sen. McCain"""" should be the line of the night #debate08 #current""",negative
965,"""Palin declined the invite to discuss the debate???  What, is she busy monitoring her Russian neighbors??  #current""",negative
966,#debate08 Deja Vu 2004. Kerry supporters were jumping in haste even after a poor performance by Kerry. 2008 same old with Obama!,negative
967,Both candidates point blank said they would commit war crimes and break international law. God bless America. #debate08,negative
968,noticing many misquotes from #debate on #current #twitter,negative
969,O-Who Camp had lowered expectations to allow them to be happy with such a performance.  #debate08,negative
970,#debate08 wtf giuliani in lieu of palin? Is this a test run for a vp candidate replacement,negative
971,"""#debate08 Palin/Biden is on a Thursday?  Gimme a break, Thursday is the new Friday.  No one is gonna watch those 2 on a Thursday night.""",negative
972,Oooo the (R)s sent Giuliani to talk to NBC instead of Palin!!! That's embarassing. #current,negative
973,@FakeObama08 Matt is out....but I heard Chevy Chase wants Palin anihilated! (SP?)  Yeah.....who?  Oh...the dude that played Fletch.,negative
974,I wish Guiliani would just shut the hell up. #debate08,negative
975,#debate08 NBC has Guiliani on.  OMG. maybe it's clint Howard. can't tell. How can they say anything when McCain picked Palin - a joke,negative
976,Retweeting @mississippianna: disappointed that we did not hear from the candidates on how they will end the genocide in Darfur #debate08,negative
977,#debate08 #current  Major Garrett-  Obama campaign feels they won the debate.  Must have been watching a different program,negative
978,@ch3ryl Because it's CNN for pity's sake. Asking them to be objective is like asking Amy Winehouse not to smoke crack.,negative
979,"""McCain called for a spending freeze, Hillary called for a trade timeout. Both ridiculous ideas. Both will lose. #tweetdebate #obamashot""",negative
980,"""#debate08 - so what happened to Palin and why isnt she on instead of Juliani? oh, right...""",negative
981,It's official! We're sunk. #debate08,negative
982,Here's some tolerance from the Left. Note the username and the ONLY person they're following. How adult. http://twitpic.com/ddr4  #debate08,negative
983,So does anyone else feel like they didn't discuss the economy as much as they should have? #debate08,negative
984,#debate08 honest question for McCainiacs -- what's the thinking on Palin being nowhere near a live camera right now?,negative
985,Where's palin? Getting drunk in Philly. #current,negative
986,starting to get annoying that the GOP is hiding Palin #debate08,negative
987,#debate08 is it just me or was McCain awful tonight,negative
988,Brian Williams can't believe Rudy is saying this stuff with a straight face. #debate08,negative
989,"""@evolver That really bums me out.  The """"clean coal"""" more than any of that other stuff.  frackity""",negative
990,"""So, did anyone else notice that McCain didn't look directly at Obama while addressing him for the most part? #current #debate08""",negative
991,thinks the crawl on FOX news is so slanted it's despicable.  #tweetdebate,negative
992,Has Palin said anything unscripted on live television yet?  #current,negative
993,"""#debate08 McCain at times comes off as a competent Senator, but _never_ presidential.""",negative
994,#tweetdebate Wait a minute. NBC invited Palin to respond about the debate and she declined? Minus 500 points to McCain for picking a coward.,negative
995,Palin is with her neighbors Russia #current,negative
996,#debate08 Major Garrett- Obama campaign feels they won the debate. what debate were they watching???,negative
997,Where is Palin? Looks bad to put Giuliani up because you can't find your VP nom. #debate08,negative
998,"""#debate08 Chris Matthews says McCain was """"mean"""".""",negative
999,@kassifan What do you expect? All McCain has is lies. The truth won't get him elected.,negative
1000,"""""""When I was a POW..."""" Oh, really John?! I had no idea... #current""",negative
1001,wonder why GOP hates a democratic president agreeing with their senator?  #debate08 #mccain #obama,negative
1002,Let the 'spin' begin #debate08,negative
1003,#current Guilllianni: I expect by the weekend we'll have a solution for dealing w/ financial fallout. [Isn't it the weekend now?],negative
1004,"""As an aside, Obama missed yet another opportunity to close the deal tonight (NH, TX, PA vs HRC, tonight vs McCain) #current""",negative
1005,#debate08 It seems like every election Conservatives talk about decreasing spending. Does that mean we can decrease military spending?,negative
1006,"""#current #debate08 , Pickens Plan has a few billion, yet cant keep a strong web server? Come on Boone...""",negative
1007,McCain in a tailspin.  #debate08 #mccain #obama,negative
1008,@CarriBugbee are you kidding if you watch the nightly news you should know those things. #current,negative
1009,@perinandy Palin hasn't had a single unscripted moment yet I can't wait to see her eaten alive on the VP debate #current #tweetdebate,negative
1010,@MercuryMetro #current yeah the Wife and I were both commenting on that. It's cause he's an ass.,negative
1011,"""@theebayk1d I find it very disrespectful when one doesn't either salute the flag, or put their hand on their hear when the Anthem is played.""",negative
1012,"""if there's any one I hate more than McCain, its Guliani #debate08""",negative
1013,My kids: they sure were both rude to each other. #debate08,negative
1014,NBC in the tank why would the McCain camp give em air.. no way #debate08 good for Palin,negative
1015,"""#debate08 if we get McC for prez, all our $$$ will go to the mid-east and the us will fall into 1000% inflation""",negative
1016,#debate08 I guess Palin has been locked in a room until next week. She's gotta a lot of work to do with Professor Higgins.,negative
1017,#debate08 obama is pro missile defense? WTF?,negative
1018,@perinandy she can't speak without having a script; this is why they try to hide her as much as they can. #current,negative
1019,#debate08 McCain sounded like a rambleing Grandpa Simpson.  Lehrer is a crappy moderator.,negative
1020,I heard that Biden is too polite and will fare badly vis a vis Palin. #current,negative
1021,How can McCain say Obama is not experienced enough when Miss Congeniality is his running mate? #debate08,negative
1022,#debate08 Every expert/commentator has said exactly what they as a partisan have been saying. Their guy was good. The other was off his game,negative
1023,@Mamalogues #debate08 #current i know it must be hard for you that mccain sucks so badly. again...sorry. try voting for obama!,negative
1024,"""@NewsHour Thought Lehrer's questions were too general/not pointed enough: e.g., What about Iran? What about Russia? etc. #debate08""",negative
1025,"""so earmarks are ok, then? what kind of logic is that #debate08""",negative
1026,Biden will never lose to a fluff ball public speaker like Palin. #current,negative
1027,Retweeting my fav Tweet of #debate08: McLame heart attack = President Palin. Debate over.,negative
1028,thinks that McCain does not understand the difference between a tactic and a strategy.  #debate08,negative
1029,"""@MaryTrigiani I didn't think McCain was a gentleman one time. Impartially, I truly believe that. You?""",negative
1030,@bender00 you should be contributing to #tweetdebate,negative
1031,#debate08 I missed it. Did McCain look and feel constipated again?,negative
1032,#current We're only having ONE VP debate? Bummer. I was really looking forward to that.,negative
1033,Sarah Palin in the secret Cheney bunker.  #debate08 #mccain #obama,negative
1034,#debate08 Why did McCain close with the Veterans - that was weird. Last words and THAT's what you say?,negative
1035,"""Buy a suit, Michael Ware. #current #debate08""",negative
1036,#debate08 sup? obama killed it. you mccainiacs are lol,negative
1037,NObama4thisMama is right! #current #debate08,negative
1038,"""wonders where's Palin? I mean, she's qualified, right? #tweetdebate""",negative
1039,@saldarji I think McCain doesn't understand a lot. #debate08,negative
1040,"""MCCAIN: How about a spending freeze on everything but defense, veteran affairs and entitlement programs. #DEBATE08""",negative
1041,BObama interrupted JMcCain too often. It was as bad as AGore walking in front of Bush at '00 debates. Arrogance. #debate08 #current,negative
1042,"""@nubianvixen well, thankya... I wish it was just bad comedy so my MST3K schtick wasn't whistling in the dark, though #debate08""",negative
1043,"""@michaelszeto A friend said"""" """"Gergen is such a sell-out."""" #debate08""",negative
1044,McCain in the membrane! #debate08,negative
1045,Neither one won the #debate08 because they both want to bail out companies that really need chapter 11.,negative
1046,Palin was out hunting a moose ;/ #tweetdebate,negative
1047,Anyone tweeting from The Irish Pub? Please buy Sarah a drink; she's gonna need it before next Thursday. #debate08,negative
1048,"""McCAIN'S PROBLEM LINE OF THE NIGHT: """"Senator Obama, you don't understand.""""  Condescending, grumpy, angry #tweetdebate""",negative
1049,@israelpattison um. McCain stumbled a lot. He was belicose. He repeated a false claim about Obama's tax plan. Not presidential. #debate08,negative
1050,@janoss - abslutely-- McCain could not look at Obama! - http://janosschumacher.wordpress.com/,negative
1051,"""Someone on CBS needs to fix the lavalier mic on that guys jacket, there's friction static or something. #current #debate08""",negative
1052,"""Lindsey Graham is an idiot, why does the McCain camp always use him? There are so many better people . #current #debate08""",negative
1053,@seasonothebitch I would sacrifice Paul Begala as a CNN analyst if it meant never having to see Castellanos again (besides FoxNews) #current,negative
1054,the polar bear on the island wants McCain #current,negative
1055,"""@lifestudent83 I hope he gives speeches better than Miss South Carolina """"I'm John McCain and I honestly believe..."""" #current""",negative
1056,"""I'm offering my translation services: Creepy McCain smile while Obama speaks=Damn, Obama got me again! I'm screwed. #debate08""",negative
1057,"""McCain kept saying """"I know how to do this.""""  If he knows so much, he needs to explain how he knows and WHAT he knows.  #debate08""",negative
1058,@sarking I disagree. I think McCain loses by showing up. #debate08,negative
1059,"""#debate08 - apparently all the cool guys are wearing bracelets right now. Important fashion tip there. Oh, also, the world's utterly fucked.""",negative
1060,mccain avoiding eye contact reminded me of exactly what dubya did in the debates with kerry.is it a republican thing? #tweetdebate #debate08,negative
1061,"""New drinking game: Each McCain says (wrongly) """"Sen. Obama doesn't understand""""=take a shot. Each creepy McCain smile=chug. #debate08""",negative
1062,"""Obama should start smearing and being ridiculous with dark shadow footage, because that's the only way to """"win"""" in this country. #debate08""",negative
1063,Dee Dee Meyers thought Obama did great job on showing how great leader he is. Hmm must have watched different one than she did #current,negative
1064,@lindagoin I started paying attention after you brought it up.  I didn't see him make eye contact once.,negative
1065,No need to make false claims about Obamas plan. I read it. talk about scary!!! #debate08,negative
1066,"""@tarheelcoxn that's it, right there. trying to get away with lying in the debate is no good. #debate08""",negative
1067,Was B Obama's interromption or talking over J McCain a result of talk-show uncivility? #debate08 #current,negative
1068,"""RT @factoryjoe: I looked into McCain's eyes and saw a B, a U, an S and an H (add from me: but even more willing to lie to win?) #current""",negative
1069,McCain thinks travel to relevant areas=expertise. When will US govt consult with me on my expertise? I've been to Iran. #debate08,negative
1070,"""#debate08 #current Barr in Interview: """"The moderator let them go on and on, that's pandering to the American people not leadership.""""""",negative
1071,@MailOurMilitary me too!  and i hate instead of expressing opinions making personal attacks on the candidate,negative
1072,condescending - read: correct #debate08,negative
1073,@drthomasho what spin? Debate was a yawn fest where both played to their base.,negative
1074,#debate08 this was mccain's good shot to beat down obama and it doesn't look like that happened.,negative
1075,"""@msblog might be deaf, dumb, and blind.""",negative
1076,"""@roadkillrefugee that was mcc's version of reagan's """"there you go again"""" to carter in their debate #tweetdebate""",negative
1077,@forever_trust Drives me crazy! #DEBATE08,negative
1078,#tweetdebate It's telling that a lot of post-analysis is focused on trying to figure out what Obama could have done better,negative
1079,"""@scbalazs Skipping around channels. David Gergen said McCain needed """"big"""" win but didn't get it. Thanks for the @'s!""",negative
1080,@CurlingRiver Why are you so ignorant? Your thinking and ideology are what drives this country in the ground #current,negative
1081,"""what is Sarah Palin going to show off as her """"preciouses"""" in the VP debate? """"I got a bra from a vetran of Iraq's wife...see!"""" #current""",negative
1082,"""#current #debate08 When Obama stayed positive, his ratings shot up as soon as he went negative he dropped. He also looked fairly angry""",negative
1083,Reports that Palin is out Moose hunting with her pregnant daugher somewhere near Russia #debate08,negative
1084,"""#debate08 golly gee, i wonder why they didn't have palin out spinning for mcsame? could it be because she's functionally retarded? PROBABLY!""",negative
1085,"""@msblog I was wondering that. Just because you've been somewhere, doesn't make you an expert on foreign policy with that country #debate08""",negative
1086,"""#debate08 Somewhere Sarah Palin is gently weeping as she watches the GOP crown Rudy Giuliani """"Miss Post-Debate Spinner""""...""",negative
1087,"""#debate08 McCain: """"No-one can be opposed to renewable energy. No-one"""" Reality: http://ut.ag/00kG1""",negative
1088,Obama looked nervous and uncomfortable the entire time. #current #debate08,negative
1089,GOP is laughing all the way to the Diebold voting machines. It doesn't even matter if half their party can't stand their candidate! #current,negative
1090,Lindsey Graham sounds just like Mr. Rodgers. #current,negative
1091,"""just wants to say, my 14-year old observes: """"McCain just acted crazy sometimes.""""  Yup. That about sums up #debate08 response tonight for me.""",negative
1092,@seasonothebitch McCain owes us tax-payer funded liver transplants.,negative
1093,oy vey! already with the new campaign ads? #Debate08,negative
1094,@matttbastard but we've got to cut spending!,negative
1095,"""McCain: """"Back in my day... when I was there in the 60s"""" Obama: """"Lies, more lies, thats not true. LIES."""" #debate08""",negative
1096,NBC has Biden on after the debate. Instead of Palin we get....Rudy. Its almost like McCain is hiding his VP nominee. How weird. #debate08.,negative
1097,#debate08 the cnn.com live reporter is awful! she is really informal and dumb!,negative
1098,"""#debate08 Impressive, McCain campaign already has a """"John is absolutely right"""" ad out on YouTube. http://tinyurl.com/43n74w""",negative
1099,McCain's new ad on Obama agreeing with him is horse crap.  It cut's out what he really said. #current,negative
1100,"""cw will be no clear winner, but that mccain didn't get the shakeup he wanted/needed (from both debate and campaign suspension) #tweetdebate""",negative
1101,"""So I think they confirmed to stereotype -- confident, kind of condescending jock and brainy egghead. I vote egghead. #debate08""",negative
1102,"""@seasonothebitch my friend, that's not change we can believing.""",negative
1103,"""The worst part of all this is that what I think doesn't matter,the line on the debate cld be completely spun by tomorrow #debate08 #current""",negative
1104,"""#debate08 So if McCain wins, I'm probably screwed since he only seems to care about veterans""",negative
1105,"""Also, John seemed to be obsessed with slamming Obama and looked desperate. #current""",negative
1106,#current Wow. You can see the republicans on this page just by looking for old white guy avatars.,negative
1107,"""Man, McCain's already got a post-debate ad up, http://tinyurl.com/43n74w #debate08""",negative
1108,Obama just let McCain back into the race by not going for the jugular during that debate. #debate08,negative
1109,I hate watching presidential debates.  They just get me all anxious and freaked out!  Obama needs a better rhetorical strategy.  #debate08,negative
1110,"""#current Biden: who was right and who was wrong? John has been """"dead wrong"""" about [everything]. John was wrong about strategy & tactics.""",negative
1111,"""What's that used car salesman doing on CNN? Oh, it's Joe Biden. #debate08 #current""",negative
1112,"""@fakejohnmccain John John John, I won't be respectful and call you """"Senator McCain"""" even if you do #tweetdebate""",negative
1113,"""I wish really wish Obama had pinned McCain on his lobbyist staffer, Randy Scheunemann, and his over-the-top response on Georgia #debate08""",negative
1114,Joe Biden on CNN live from Milwaukee... the Dems are taking over WI! Maybe I need to move back and fix that? lol . #debate08 #current,negative
1115,well...mccain's latest ad didn't take long to come out.  he's the master of illusion.  #current,negative
1116,#current Mc's seems a little to old & Obama seems a little to green.,negative
1117,"""mccains camp advisor said they didn't have a lot of time to """"practice"""" for this debate as he had suspended his campaign to help #tweetdebate""",negative
1118,"""#debate08 If McCain or his people mention """"Obama tax increases"""" one more time... There are no polite words that will come out of my mouth""",negative
1119,Palin got stuck on an ice berg and it's melting #current,negative
1120,"""...of the earth'...and we're gonna say 'no you're not?' oh please!""""  #debate08""",negative
1121,"""#current - The only thing Obama doesn't understand, grampy gramps (my age) McCain, is the necessity of thinking like McCain.""",negative
1122,"""#debate08 GOP pundits: """"McCain! McCain! McCain!!!"""". Democrat pundits: """"Obama! Obama! Obama!!!"""". Haaaa...  spin...  how useless...""",negative
1123,Don't worry fellas.  You'll get work in four years when some other GOP schlep runs against Obama.  #debate08 #mccain #obama,negative
1124,"""#current Biden: """"John doesn't even know the difference between strategy & tactics and he's lecturing Obama on it."""" Ha, ha...""",negative
1125,#current Biden: John was on his strongest turf today and he lost. I think it's fatal. I hope Palin defends same position than McCain did.,negative
1126,I watched the debate as my civic duty but would rather have teeth pulled than watch the Veep debate.#tweetdebate,negative
1127,"""@LazyBuddhist #debate08 - no, mccain doesn't care about veterans either.""",negative
1128,@wanamoka she was trying to get to Russia #current - couldn't resist!,negative
1129,@cyn3matic Don't forget the candy-striper optical illusion deliberately distracting McCain tie #debate,negative
1130,"""also too bad Obama didn't mention """"Keating Five"""" in that first part of the debate. #debate08""",negative
1131,"""McCain full of long, windy, gasbaggery & short on policy. The end. #debate08 #momocrats""",negative
1132,#debate08 watching Keith Olbermann dissing McCain's debate blunders. there's a number of them! can't wait for the factcheck!,negative
1133,"""#debate08 - larison: """"McCain is starting to let his contempt for Obama show.  He keeps laughing like some sort of disturbed gremlin. """" LOL""",negative
1134,"""on the even, it was a draw. but for an overall subject that is supposed to be in mccain's pocket, he did pretty poorly. #debate08""",negative
1135,McCain jokes about Bear DNA funding but Palin requested funds to study Harbor Seals WTF? #current #tweetdebate,negative
1136,"""If McCain vetoes every bit of pork, he'll be vetoing money for road and bridge construction, among other things. #debate08""",negative
1137,i actually expected McCain to be better at today's topic.  That's why im shocked that he got floor mopped and knocked out. #tweetdebate,negative
1138,@tarheelcoxn oh stop mentioning funny names from years ago you arugula-eating elitist. ;) #debate08,negative
1139,"""RT @RobertBluey: What's that used car salesman doing on CNN? Oh, it's Joe Biden. #debate08 #current  --> +1 Robert""",negative
1140,#current Elect McCain as President of the Past,negative
1141,@MailOurMilitary Doubtful. I think he's still bitter from his POW experience and wants someone to pay.,negative
1142,"""@alexashrugged #current yeah he has an ad. it's a tactic. if he was negotiating with Putin, is that what you would want him to do?""",negative
1143,"""A friend IMed: """"I thought Obama's 'I have a bracelet, too' line was appalling."""" #debate08""",negative
1144,#debate08 last thought: @Doorley is right. mccain's tie was awful. Moired really badly in standard def.,negative
1145,#debate08 Analyst say Obama dodged the 900Mn earmark request. It will haunt him in the next debate,negative
1146,"""Wow something ppl not picking up on, McCain admits that we have tortured prisoners? #current #tweetdebate""",negative
1147,@lindagoin John McCain has trouble with emotion. He seems to get uncomfortable when Obama tries to be pleasant with him. #debate08,negative
1148,McCain campaign stoops to a new low http://tinyurl.com/43n74w #current #debate08,negative
1149,as @credd said: well...mccain's latest ad didn't take long to come out. he's the master of illusion. #current,negative
1150,"""SO didn't know what """"Keating 5"""" refers to. Obama REALLY should have brought it up. #debate08""",negative
1151,@UltraNurd talk about a self-selected sample. his readers don't exactly come from both sides. #debate08,negative
1152,"""@davidweiner McCain did not have a temper flare, at least when compared to Americans of southern Italian extraction.""",negative
1153,#debate08 GOP supporters need to start recognizing that independents aren't falling for the same 2004 tricks.,negative
1154,"""Sad that McCain had to lie, lie, lie like a cheap rug about what his own advisor --Kissinger-- said. #current""",negative
1155,"""As a Hillary Clinton fanatic, I thought maybe I wasn't properly listening to the primary debates. I was. Barack was again weak. #debate08""",negative
1156,"""The transcripts are up people, let's get the facts straight and not add to the spin #DEBATE08""",negative
1157,"""McCain & his party are the """"existential threat"""". Goodbye, democracy and freedom. Imploding from the inside, like it always does. =( #current""",negative
1158,How many times must each candidate blink while they speak??? #debate08,negative
1159,"""I don't think either debated graciously or well, frankly. Most of their time was spent re-defining each other's terms. #current""",negative
1160,fox is showing undecided voters and asking them who moved them. -- 65/35 split for Obama - ouch. #debate08,negative
1161,"""I think that Keating5 is a dangerous topic, better suited for ads than a debate #debate08""",negative
1162,"""They say Obama's professorial, but I've never heard so much revisionist >1950s American history as I did tonight from Doc McCain. #debate08""",negative
1163,"""#debate08 The fact that they call it the """"Spin room"""" should be enough reason to avoid listening to it at all costs.""",negative
1164,"""@emilychang If Repubs dig up Nixon's moldy skeleton, vote to impeach, & put the remains in jail cell for 20 yrs, I'll consider it. #debate08""",negative
1165,"""#debate08 What McCain doesn't understand is saying """"What Omaba doesn't understand is ..."""" becomes a counterproductive insult after 20 times.""",negative
1166,My day job is simplifying messages. I was cringing throughout. Barack talked too much. And was too esoteric. #debate08,negative
1167,McCain's solution to diplomacy is to not talk to the parties involved and have a New World Order that bosses the world. Brilliant. #current,negative
1168,#current I don't think McC understands how the UN works!,negative
1169,"""McCain stuck in time warp, mistakes name-dropping Kissinger & old vacay itineraries for contemporary foreign policy. #debate08 #momocrats""",negative
1170,@Imarilove I won't vote for him as dogcatcher.,negative
1171,@stillgray Obama claims that they'll be another Holocaust - what he doesn't mention outright is he wants to be Hitler!,negative
1172,"""is wondering how exactly in the US """"winning the war in Iraq"""" #debate08""",negative
1173,#debate08 Obama's an empty suit.,negative
1174,"""#debate08 @Afashionista McCain may sound slightly more educated, but the talks off """"war"""" turns me off... a lot.""",negative
1175,Kissinger changes what he said about discussions with Iran in order to support his boy. #current,negative
1176,"""#debate08 McCain: """"we send $700B to countries that don't like us."""" Fed Govt only sends $39B in foreign aid, his # is what we spend on oil.""",negative
1177,#debate08 McCain's temper and disrespect fit nicely with the new image of the US that the Bush administration has built up for the world.,negative
1178,@Imarilove Practice? He's had how many years in Washington to practice??,negative
1179,"""@AFashionista, really? Did he not mention that he's a war hero yet again? How's that good? #debate08""",negative
1180,"""@anwyn19 where were mccain's details? if anyone was empty, it was him. #debate08""",negative
1181,"""#debate08 4 years ago repubs were worried McCain might b vp for Kerry, he's so centrist. Now dems say he's Bush-close. Irrational""",negative
1182,"""@stillgray exactly no diplomacy. war, war, war.....http://www.newamericancentury.org/ #current""",negative
1183,@Condoulo  oh crap I dont do that either.... I just stand there. guess you lost all respect for me too... anyway exactly what I thought. ...,negative
1184,They completely twisted one anothers' words the whole time. #debate08,negative
1185,CNN clip showing Kissinger revealing McCain's lie.  Not good for McCain. #mccain #obama #debate08,negative
